vendor,product,iot,kev,1d,1d_uniq_ip,7d,30d,90d,history,cve,total,last_seen
Letta,Letta,True,True,0,0.0,0,0,6,{},CVE-2025-51482,8,2026-01-24 02:10:29.346744
Reprise,Reprise License Manager,True,True,0,0.0,5,3,19,{},CVE-2022-28363,815,2026-01-07 13:00:46.980774
Juniper,Junos OS (J-Web),True,True,0,0.0,115,115,22,{},CVE-2022-22242,7879,2026-02-02 13:16:42.807791
Wordpress,Wordpress Likes and Dislikes plugin,True,True,0,0.0,45,45,40,{},CVE-2025-5287,1122,2026-01-20 13:06:03.838320
Commvault,Commvault Command Center,True,True,0,0.0,37,17,27,{},CVE-2025-34028,3467,2026-02-06 13:16:16.331765
PHP Foundation,PHP (PHP-CGI),True,True,0,0.0,41,49,34,{},CVE-2024-4577,243428,2026-02-02 13:16:42.748109
CHIYU Technology,"CHIYU BF-430, BF-431 and BF-450M",True,True,0,0.0,0,3,21,{},CVE-2021-31250,7180,2026-01-07 13:00:46.852068
Selea,Targa IP OCR-ANPR Camera,True,True,0,0.0,15,51,51,{},CVE-2025-34021,87,2026-02-02 13:16:42.858662
ETQ,ETQ Reliance,True,True,0,0.0,20,13,44,{},CVE-2025-34143,2373,2026-02-06 13:16:16.305447
Grafana,Grafana,True,True,0,0.0,250,250,115,{},CVE-2025-4123,4440,2026-01-20 13:06:03.820792
HPE,HPE OneView,True,True,0,0.0,3,30,30,{},CVE-2025-37164,230,2026-01-27 13:06:28.008311
Hitachi Vantara,Pentaho Business Analytics Server,True,True,0,0.0,209,61,84,{},CVE-2022-43939,51825,2026-02-02 13:16:42.935506
Zimbra,Zimbra Collaboration Suite,True,True,0,0.0,170,112,112,{},CVE-2025-68645,1129,2026-02-06 13:16:16.364315
Erudika,Scoold,True,True,0,0.0,6,4,24,{},CVE-2024-50334,778,2026-01-05 02:29:32.052158
Ruijie Networks,Ruijie NBR routers,True,True,0,0.0,41,41,41,{},CVE-2025-34057,128,2026-02-08 13:05:44.068514
Landray,Landray EKP,True,True,0,0.0,7,13,14,{},CVE-2024-11238,812,2026-02-06 13:16:16.333283
Jenkins,Jenkins,True,True,0,0.0,4,3,4,{},CVE-2024-23897,2067,2026-02-02 13:16:42.747578
Palo Alto Networks,PAN-OS,True,True,0,0.0,10,99,123,{},CVE-2024-9474,105629,2026-02-08 13:05:44.146880
Cisco,Cisco ASA and Cisco Firepower Threat Defense,True,True,0,0.0,4,5,10,{},CVE-2025-20362,141,2026-01-12 13:02:45.584771
Dasan,Dasan GPON ONT WiFi Router H640X,True,True,0,0.0,0,0,46,{},CVE-2017-18046,198,2025-09-18 12:52:11.737042
LB-LINK,LB-LINK routers (multiple),True,True,0,0.0,0,2,2,{},CVE-2025-45988,2,2025-12-15 13:01:17.345229
FlowiseAI,Flowise,True,True,0,0.0,53,29,36,{},CVE-2025-26319,2008,2026-01-20 13:06:03.800979
Wordpress,Wordpress Themewinter Eventin plugin,True,True,0,0.0,29,18,46,{},CVE-2025-47539,2363,2026-02-06 13:16:16.272487
Totolink,"A3100R, A810R, A830R, A860R, A950RG, A3100R, T6, and T10 routers",True,False,0,,0,0,1,,CVE-2022-25075,0,2024-03-12 10:43:50.953618
CrushFTP,CrushFTP,True,True,0,0.0,3,57,272,{},CVE-2025-54309,10453,2026-02-08 13:05:44.224252
Revive,Revive Adserver,True,True,0,0.0,0,4,22,{},CVE-2020-8115,6330,2026-01-07 13:00:47.006140
Zivif,Zivif PR115-204-P-RS,True,True,0,0.0,0,0,9,{},CVE-2017-17106,21,2025-12-12 12:58:03.232747
Oracle,Oracle Weblogic Server,True,True,0,0.0,0,0,80,{},CVE-2019-2618,394,2025-09-07 12:44:00.604000
Apache,Flink,True,True,0,0.0,192,46,30,{},CVE-2020-17518,46642,2026-02-02 13:16:42.937230
Shenzhen Lingkong Technology,WIFISKY 7-layer flow control router,True,True,0,0.0,29,29,29,{},CVE-2025-34044,0,2026-02-02 13:16:42.843638
Oracle,Oracle Weblogic Server,True,True,0,0.0,9,21,601,{},CVE-2017-10271,112400,2026-02-08 13:05:44.189745
Kirona,Kirona Dynamic Resource Scheduling (DRS),True,True,0,0.0,0,4,22,{},CVE-2019-17503,11720,2026-01-19 13:05:33.420472
PHPSHE,PHPSHE,True,True,0,0.0,2,7,5,{},CVE-2019-9762,10474,2026-02-08 13:05:44.132437
GitLab,GitLab CE/EE,True,True,0,0.0,2,3,13,{},CVE-2021-22214,1943,2026-01-07 02:12:33.079714
Apache,Struts,True,True,0,0.0,48,19,36,{},CVE-2017-9805,49962,2026-02-02 13:16:42.927129
Cisco,Cisco ASA and Cisco Firepower Threat Defense,True,True,0,0.0,2,65,134,{},CVE-2020-3452,79979,2026-02-08 13:05:44.218859
SAS Institute,SAS/IntrNet,True,True,0,0.0,47,32,16,{},CVE-2021-41569,4351,2026-02-02 13:16:42.908560
phpCollab,phpCollab,True,True,0,0.0,220,63,37,{},CVE-2017-6090,51429,2026-02-02 13:16:42.778652
Carel,Carel pCOWeb,True,True,0,0.0,6,4,28,{},CVE-2019-11370,39500,2026-01-08 13:01:16.121543
Citrix,Citrix ShareFile StorageZones (aka storage zones) Controller,True,True,0,0.0,0,11,14,{},CVE-2020-8982,18324,2026-02-06 13:16:16.271133
Terramaster,TOS,True,True,0,0.0,2,6,29,{},CVE-2020-28185,46682,2026-01-19 13:05:33.416994
TP-Link,TP-Link multiple devices,True,True,0,0.0,15,11,11,{},CVE-2017-16959,178,2026-02-02 13:16:42.765476
PHP-Fusion,PHP-Fusion,True,True,0,0.0,60,25,360,{},CVE-2020-24949,7887,2026-02-02 13:16:42.951630
Magento,Magento Mass Import (MAGMI) plugin,True,True,0,0.0,34,19,20,{},CVE-2020-5776,50001,2026-02-02 13:16:42.891110
Franklin Fueling Systems,Colibri Controller Module,True,True,0,0.0,34,16,13,{},CVE-2021-46417,5385,2026-02-02 13:16:42.825182
Schneider Electric,Pelco Endura NET55XX Encoder,True,False,0,,0,0,2,,CVE-2019-6814,0,2024-03-12 10:43:50.939218
Amcrest,Amcrest IPM-721S,True,True,0,0.0,3,45,94,{},CVE-2017-8226,21567,2026-02-02 13:16:42.865409
Citrix,XenMobile Server,True,True,0,0.0,1,13,13,{},CVE-2020-8209,21902,2026-02-08 13:05:44.165383
SmarterTools,SmarterMail,True,True,0,0.0,5,5,5,{},CVE-2026-23760,6,2026-02-02 13:16:42.844371
GNU Operating System,GNU Inetutils (telnetd),True,True,0,0.0,115,115,115,{},CVE-2026-24061,0,2026-01-27 13:06:27.940483
Oracle,BI Publisher (Oracle Fusion Middleware),True,True,0,0.0,10,12,19,{},CVE-2019-2616,29426,2026-01-24 02:10:29.197817
Ericsson-LG,iPECS NMS 30M,True,True,0,0.0,79,33,20,{},CVE-2018-15138,11215,2026-02-02 13:16:42.873067
Adobe,Adobe Experience Manager,True,True,0,0.0,0,0,5,{},CVE-2025-54253,48,2025-11-27 12:56:01.620777
wftpserver.com,Wing FTP Server,True,True,0,0.0,31,19,49,{},CVE-2025-47812,11250,2026-02-06 13:16:16.361004
VoIPmonitor,VoIPmonitor,True,True,0,0.0,1,2,4,{},CVE-2021-30461,1263,2026-01-18 12:54:10.733151
SugarCRM,SugarCRM,True,True,0,0.0,95,317,636,{},CVE-2025-25034,36597,2026-02-06 13:16:16.373980
Oracle,Oracle E-Business Suite (Oracle Concurrent Processing),True,True,0,0.0,43,91,143,{},CVE-2025-61882,11504,2026-02-08 13:05:44.105540
Wordpress,Web To Print Shop : uDraw plugin,True,True,0,0.0,17,9,20,{},CVE-2022-0656,10441,2026-01-20 13:06:03.781767
Parse Community,Parse Server,True,True,0,0.0,6,6,5,{},CVE-2025-53364,47,2026-01-24 02:10:29.238886
Elastic,Elasticsearch,True,True,0,0.0,0,0,1,{},CVE-2014-3120,25,2025-08-28 12:51:48.544577
SysAid,SysAid On-Premise,True,True,0,0.0,46,20,22,{},CVE-2025-2776,1859,2026-02-06 13:16:16.338141
Zhone,zNID GPON 2426A,True,True,0,0.0,208,74,74,{},CVE-2014-9118,1044,2026-01-27 13:06:27.915031
D-Link,D-Link DIR-610,True,True,0,0.0,311,175,89,{},CVE-2020-9377,3563,2026-02-02 13:16:42.866195
Nest,Nest,True,True,0,0.0,31,19,27,{},CVE-2025-54782,1803,2026-02-06 13:16:16.327983
Hirsch,Hirsch Enterphone MESH,True,True,0,0.0,18,8,35,{},CVE-2025-26793,2562,2026-02-06 13:16:16.355790
GNU,GNU Bash,True,True,0,0.0,0,0,39,{},CVE-2014-6271,479,2025-10-12 12:45:43.458541
HiSilicon,HiSilicon based hardware video encoders (multiple vendors),True,True,0,0.0,3,3,3,{},CVE-2020-24219,0,2026-02-06 13:16:16.316286
Akamai,Akamai CloudTest,True,True,0,0.0,27,17,26,{},CVE-2025-49493,2656,2026-02-06 13:16:16.257756
Omnissa,Omnissa Workspace ONE UEM,True,True,0,0.0,65,43,43,{},CVE-2025-25231,129,2026-01-24 02:10:29.228316
Gladinet,Gladinet CentreStack,True,True,0,0.0,22,16,43,{},CVE-2025-30406,3407,2026-02-06 13:16:16.401459
Apache,Tomcat,True,True,0,0.0,2,2,2,{},CVE-2017-12615,426,2025-12-24 12:56:38.728554
AVM,Fritz!Box,True,True,0,0.0,0,15,15,{},CVE-2014-9727,235,2025-11-01 12:48:51.444004
Wordpress,Wordpress Adning Advertising plugin,True,True,0,0.0,2,4,17,{},CVE-2020-36728,311,2026-01-19 13:05:33.406369
SAP,NetWeaver,True,True,0,0.0,33,34,94,{},CVE-2025-31324,17046,2026-02-06 13:16:16.253425
Moodle,Moodle JSmol plugin,True,True,0,0.0,1,1,1,{},CVE-2025-34031,0,2026-01-24 02:10:29.343782
SysAid,SysAid On-Premise,True,True,0,0.0,30,16,20,{},CVE-2025-2777,1903,2026-02-06 13:16:16.249838
Wordpress,Wordpress WP01 plugin,True,True,0,0.0,52,52,60,{},CVE-2025-30567,1142,2026-01-20 13:06:03.881870
Luracast,Luracast Restler,True,True,0,0.0,52,27,16,{},CVE-2017-15363,4970,2026-02-02 13:16:42.791351
WSO2,WSO2 multiple products,True,True,0,0.0,45,16,11,{},CVE-2025-5605,9,2026-02-06 13:16:16.414616
Array Networks,Array AG Series and vxAG,True,True,0,0.0,0,4,6,{},CVE-2023-28461,149,2026-01-24 02:10:29.357909
